src,dst,type,label
2127,2123,88,concept:synonymfor_inv
48852,48401,78,concept:animalpreyson_inv
9384,9364,25,concept:agentcollaborateswithagent
22538,22539,43,concept:agentcreated
745,69500,60,concept:persongraduatedfromuniversity_inv
805,8882,8,concept:subpartof_inv
49822,50120,250,concept:chemicalistypeofchemical_inv
49329,54980,231,concept:agriculturalproductcookedwithagriculturalproduct
30282,121,95,concept:subpartoforganization
49821,49940,250,concept:chemicalistypeofchemical_inv
61564,170,27,concept:personleadsorganization
58266,52530,357,concept:furniturefoundinroom
19494,19495,11,concept:latitudelongitude
17490,564,3,concept:proxyfor
7648,72640,170,concept:hasofficeincity_inv
909,17110,10,concept:atdate_inv
11373,53848,368,concept:weaponmadeincountry_inv
3637,17377,78,concept:animalpreyson_inv
60,63,399,concept:agentbelongstoorganization_inv
10383,564,3,concept:proxyfor
48919,48386,76,concept:animalistypeofanimal_inv
16464,16463,53,concept:parentofperson
40664,4078,179,concept:teamplaysinleague
47925,47926,341,concept:plantrepresentemotion
3,253,37,concept:agentcontrols
68068,51142,373,concept:politicianusendorsedbypoliticianus
9549,73396,396,concept:bankbankincountry_inv
44697,44993,310,concept:bookwriter_inv
5885,54745,172,concept:beveragemadefrombeverage_inv
48501,1277,75,concept:animalistypeofanimal
16132,23121,12,concept:latitudelongitude_inv
6437,1676,285,concept:countrylocatedingeopoliticallocation
18158,39489,237,concept:teamplaysagainstteam
53279,53110,365,concept:weaponssuchasweapons
39809,4078,179,concept:teamplaysinleague
45066,45067,11,concept:latitudelongitude
56137,56138,37,concept:agentcontrols
4537,4398,170,concept:hasofficeincity_inv
11060,908,9,concept:atdate
48956,48486,77,concept:animalpreyson
10297,1208,18,concept:locationlocatedwithinlocation_inv
28928,717,9,concept:atdate
1642,1641,40,concept:bodypartcontainsbodypart_inv
59445,1531,127,concept:musicianplaysinstrument
49784,73914,336,concept:musicartistgenre_inv
537,71740,140,concept:politicianrepresentslocation_inv
4716,4192,213,concept:citylocatedincountry
48121,47840,338,concept:plantincludeplant_inv
48923,48420,114,concept:invertebratefeedonfood_inv
47862,47871,337,concept:plantincludeplant
26568,26567,12,concept:latitudelongitude_inv
10616,49611,228,concept:agriculturalproductcamefromcountry_inv
32341,745,87,concept:synonymfor
52712,55717,358,concept:furniturefoundinroom_inv
18909,1592,23,concept:atlocation
15386,45245,312,concept:academicprogramatuniversity_inv
8097,67227,158,concept:athleteplaysforteam_inv
13500,128,44,concept:agentcreated_inv
62948,27503,100,concept:personhasjobposition_inv
46391,46392,319,concept:languageofuniversity
789,41779,4,concept:proxyfor_inv
51996,51986,247,concept:clothingtogowithclothing
52517,26212,109,concept:itemfoundinroom
625,1208,3,concept:proxyfor
499,1955,26,concept:agentcollaborateswithagent_inv
19946,52517,110,concept:itemfoundinroom_inv
22199,716,9,concept:atdate
6673,1129,173,concept:persondiedincountry
69042,7502,217,concept:journalistwritesforpublication
4254,3819,1,concept:worksfor
15012,9468,27,concept:personleadsorganization
32572,31501,211,concept:cityliesonriver
1951,636,9,concept:atdate
564,29265,4,concept:proxyfor_inv
490,489,26,concept:agentcollaborateswithagent_inv
59275,69640,384,concept:visualartistartform_inv
36148,3418,23,concept:atlocation
538,1014,1,concept:worksfor
49848,49834,249,concept:chemicalistypeofchemical
6080,3549,7,concept:subpartof
48218,47852,337,concept:plantincludeplant
26,35604,397,concept:leaguestadiums
43284,44137,310,concept:bookwriter_inv
48,17364,4,concept:proxyfor_inv
29196,8352,11,concept:latitudelongitude
717,28890,10,concept:atdate_inv
70790,70791,217,concept:journalistwritesforpublication
1973,4952,24,concept:atlocation_inv
637,24128,10,concept:atdate_inv
73397,1119,21,concept:companyeconomicsector
63112,63110,44,concept:agentcreated_inv
14211,14210,12,concept:latitudelongitude_inv
51583,4165,136,concept:professionistypeofprofession_inv
43604,43606,309,concept:bookwriter
716,17752,10,concept:atdate_inv
48342,49012,76,concept:animalistypeofanimal_inv
637,22842,10,concept:atdate_inv
1301,8097,130,concept:organizationheadquarteredinstateorprovince_inv
2946,1440,10,concept:atdate_inv
71594,71595,74,concept:organizationterminatedperson_inv
2212,624,9,concept:atdate
74272,74182,397,concept:leaguestadiums
40514,40513,157,concept:athleteplaysforteam
72753,661,208,concept:producesproduct_inv
27217,4150,7,concept:subpartof
20853,65769,156,concept:athleteplayssport_inv
1067,620,9,concept:atdate
31020,121,267,concept:televisionstationaffiliatedwith
48073,47840,337,concept:plantincludeplant
2205,18158,237,concept:teamplaysagainstteam
160,67675,2,concept:worksfor_inv
4455,1370,192,concept:personhasresidenceingeopoliticallocation_inv
20349,7323,94,concept:animaleatfood_inv
13924,13923,66,concept:hasspouse_inv
10659,625,9,concept:atdate
10631,1069,9,concept:atdate
38096,31501,211,concept:cityliesonriver
5154,36292,214,concept:citylocatedincountry_inv
4880,36698,211,concept:cityliesonriver
1263,1273,20,concept:animaldevelopdisease_inv
52071,51972,248,concept:clothingtogowithclothing_inv
27134,717,9,concept:atdate
38,40251,96,concept:subpartoforganization_inv
53057,51967,248,concept:clothingtogowithclothing_inv
71546,71545,12,concept:latitudelongitude_inv
4510,31219,270,concept:televisionstationincity_inv
29343,1684,52,concept:agentactsinlocation_inv
1072,12385,10,concept:atdate_inv
51494,51473,136,concept:professionistypeofprofession_inv
6279,6278,12,concept:latitudelongitude_inv
39484,39482,238,concept:teamplaysagainstteam_inv
691,11981,16,concept:mutualproxyfor_inv
46171,12134,317,concept:languageofcountry
34625,7806,211,concept:cityliesonriver
48415,49398,80,concept:specializationof_inv
57150,816,71,concept:touristattractionsuchastouristattraction
23184,699,47,concept:personbornincity
54872,54910,345,concept:agriculturalproductincludingagriculturalproduct
5521,12147,65,concept:hasspouse
56074,70744,218,concept:journalistwritesforpublication_inv
28436,636,9,concept:atdate
1852,28194,96,concept:subpartoforganization_inv
19520,15578,30,concept:topmemberoforganization_inv
43471,42907,44,concept:agentcreated_inv
33252,634,45,concept:attractionofcity
58266,26160,357,concept:furniturefoundinroom
13580,1844,208,concept:producesproduct_inv
3115,7468,107,concept:competeswith
71161,71160,28,concept:personleadsorganization_inv
5246,5233,193,concept:countryalsoknownas
59192,20842,68,concept:haswife_inv
1786,43036,309,concept:bookwriter
12083,745,141,concept:organizationalsoknownas
856,23509,10,concept:atdate_inv
17008,564,15,concept:mutualproxyfor
22063,22064,11,concept:latitudelongitude
72743,5076,393,concept:automobilemakerdealersincity
58266,7960,357,concept:furniturefoundinroom
51374,51417,135,concept:professionistypeofprofession
4079,1604,299,concept:sportfansincountry
67369,5900,9,concept:atdate
3725,3724,6,concept:agentcompeteswithagent_inv
58266,26023,357,concept:furniturefoundinroom
49067,48376,76,concept:animalistypeofanimal_inv
289,3,38,concept:agentcontrols_inv
57660,9335,327,concept:drughassideeffect
69095,1802,28,concept:personleadsorganization_inv
130,413,25,concept:agentcollaborateswithagent
1301,39481,130,concept:organizationheadquarteredinstateorprovince_inv
30852,15331,269,concept:televisionstationincity
33299,33298,16,concept:mutualproxyfor_inv
1531,59748,128,concept:musicianplaysinstrument_inv
73071,72795,389,concept:automakerproducesmodel
66038,15668,157,concept:athleteplaysforteam
39418,40204,252,concept:coachesteam_inv
72235,872,83,concept:organizationheadquarteredincity
5791,36412,286,concept:countrylocatedingeopoliticallocation_inv
859,7964,10,concept:atdate_inv
60493,60066,373,concept:politicianusendorsedbypoliticianus
35334,6542,25,concept:agentcollaborateswithagent
232,625,9,concept:atdate
18697,18696,3,concept:proxyfor
13825,39961,182,concept:teamplayssport_inv
38988,38987,12,concept:latitudelongitude_inv
74201,60,398,concept:leaguestadiums_inv
47356,47358,255,concept:bacteriaisthecausativeagentofphysiologicalcondition
66844,26,159,concept:athleteplaysinleague
6677,3017,9,concept:atdate
12226,744,59,concept:persongraduatedfromuniversity
47458,47457,256,concept:bacteriaisthecausativeagentofphysiologicalcondition_inv
20248,7323,94,concept:animaleatfood_inv
38,40648,96,concept:subpartoforganization_inv
12500,3974,7,concept:subpartof
1054,12311,10,concept:atdate_inv
71044,71045,57,concept:personbelongstoorganization
60602,59180,101,concept:politicianholdsoffice
69148,44835,43,concept:agentcreated
5790,5789,12,concept:latitudelongitude_inv
5715,7502,170,concept:hasofficeincity_inv
11771,6690,10,concept:atdate_inv
51481,51392,135,concept:professionistypeofprofession
50019,28564,333,concept:drugworkedonbyagent
3800,18018,75,concept:animalistypeofanimal
38980,32682,233,concept:lakeinstate
858,335,10,concept:atdate_inv
5136,746,3,concept:proxyfor
40856,38,95,concept:subpartoforganization
36122,37962,212,concept:cityliesonriver_inv
52005,51986,248,concept:clothingtogowithclothing_inv
22702,65850,152,concept:coachwontrophy_inv
4122,32689,284,concept:citycapitalofcountry_inv
50857,50858,11,concept:latitudelongitude
903,10469,10,concept:atdate_inv
20853,64820,156,concept:athleteplayssport_inv
1562,1459,10,concept:atdate_inv
29098,717,9,concept:atdate
7968,67691,218,concept:journalistwritesforpublication_inv
2119,39418,325,concept:sportsgameteam
29712,50929,164,concept:organizationacronymhasname_inv
56141,56142,2,concept:worksfor_inv
49454,49423,198,concept:arthropodandotherarthropod_inv
49563,48421,206,concept:animalthatfeedoninsect_inv
54732,2977,171,concept:beveragemadefrombeverage
49722,49742,262,concept:musicgenressuchasmusicgenres_inv
39490,1301,129,concept:organizationheadquarteredinstateorprovince
44833,42694,309,concept:bookwriter
234,30224,96,concept:subpartoforganization_inv
4165,51598,136,concept:professionistypeofprofession_inv
53110,53552,366,concept:weaponssuchasweapons_inv
65732,42522,187,concept:athleteplayssportsteamposition
50427,50012,249,concept:chemicalistypeofchemical
1208,1976,17,concept:locationlocatedwithinlocation
570,28696,10,concept:atdate_inv
22445,624,9,concept:atdate
3280,74509,202,concept:personleadsgeopoliticalorganization_inv
564,10383,4,concept:proxyfor_inv
160,67660,218,concept:journalistwritesforpublication_inv
636,28928,10,concept:atdate_inv
24429,625,9,concept:atdate
960,14073,107,concept:competeswith
1129,70975,174,concept:persondiedincountry_inv
2034,2033,8,concept:subpartof_inv
51374,51864,136,concept:professionistypeofprofession_inv
40808,38,95,concept:subpartoforganization
49860,21873,249,concept:chemicalistypeofchemical
620,74344,10,concept:atdate_inv
744,45730,312,concept:academicprogramatuniversity_inv
53110,53182,366,concept:weaponssuchasweapons_inv
60352,60351,380,concept:fatherofperson_inv
717,14905,10,concept:atdate_inv
65074,20853,155,concept:athleteplayssport
74937,11155,9,concept:atdate
6831,49557,197,concept:arthropodandotherarthropod
45633,745,311,concept:academicprogramatuniversity
1319,636,9,concept:atdate
1129,716,9,concept:atdate
53036,51969,248,concept:clothingtogowithclothing_inv
28359,8046,99,concept:personhasjobposition
4654,4398,170,concept:hasofficeincity_inv
28836,636,9,concept:atdate
55717,55754,357,concept:furniturefoundinroom
4494,70342,218,concept:journalistwritesforpublication_inv
37815,37814,212,concept:cityliesonriver_inv
872,67625,84,concept:organizationheadquarteredincity_inv
42859,42861,44,concept:agentcreated_inv
5876,636,9,concept:atdate
45516,45515,312,concept:academicprogramatuniversity_inv
717,11631,10,concept:atdate_inv
55717,52604,357,concept:furniturefoundinroom
38429,1106,121,concept:citylocatedinstate
31188,234,267,concept:televisionstationaffiliatedwith
31415,31402,241,concept:riveremptiesintoriver
16033,25670,10,concept:atdate_inv
4078,40256,180,concept:teamplaysinleague_inv
1297,1367,9,concept:atdate
26720,4961,23,concept:atlocation
823,10350,74,concept:organizationterminatedperson_inv
717,335,10,concept:atdate_inv
625,5175,10,concept:atdate_inv
59436,17162,55,concept:persondiedatage
3551,58266,358,concept:furniturefoundinroom_inv
51460,51496,136,concept:professionistypeofprofession_inv
20853,8735,182,concept:teamplayssport_inv
35599,4078,398,concept:leaguestadiums_inv
960,4245,58,concept:personbelongstoorganization_inv
70333,7502,217,concept:journalistwritesforpublication
11542,2204,263,concept:teamwontrophy
23651,23653,107,concept:competeswith
69046,7615,104,concept:acquired_inv
15616,15617,11,concept:latitudelongitude
4736,22903,24,concept:atlocation_inv
59175,68055,373,concept:politicianusendorsedbypoliticianus
62884,62883,28,concept:personleadsorganization_inv
5861,5863,97,concept:agentcontributedtocreativework
583,10597,10,concept:atdate_inv
56577,68350,373,concept:politicianusendorsedbypoliticianus
42869,44935,310,concept:bookwriter_inv
10564,636,9,concept:atdate
20628,20627,98,concept:agentcontributedtocreativework_inv
74299,74300,95,concept:subpartoforganization
624,26544,10,concept:atdate_inv
564,10556,23,concept:atlocation
3225,7909,178,concept:teamplaysincity_inv
27453,39525,237,concept:teamplaysagainstteam
46577,46531,322,concept:emotionassociatedwithdisease_inv
61903,1531,127,concept:musicianplaysinstrument
946,30756,8,concept:subpartof_inv
1438,1440,87,concept:synonymfor
43846,44034,310,concept:bookwriter_inv
54722,55095,370,concept:bakedgoodservedwithbeverage_inv
67068,20853,155,concept:athleteplayssport
24478,859,9,concept:atdate
70848,70849,99,concept:personhasjobposition
42546,42046,297,concept:sportusesequipment
1901,25316,116,concept:hasofficeincountry_inv
934,50909,92,concept:organizationheadquarteredincountry_inv
65795,11945,157,concept:athleteplaysforteam
911,6684,148,concept:organizationdissolvedatdate_inv
60181,12599,218,concept:journalistwritesforpublication_inv
23511,51383,136,concept:professionistypeofprofession_inv
11418,50834,52,concept:agentactsinlocation_inv
6673,55645,11,concept:latitudelongitude
43795,22384,310,concept:bookwriter_inv
70137,7434,217,concept:journalistwritesforpublication
624,2119,10,concept:atdate_inv
4658,32014,46,concept:attractionofcity_inv
21873,49843,250,concept:chemicalistypeofchemical_inv
39484,66698,158,concept:athleteplaysforteam_inv
39488,1301,129,concept:organizationheadquarteredinstateorprovince
76,60513,140,concept:politicianrepresentslocation_inv
9196,4404,89,concept:buildinglocatedincity
26112,52284,110,concept:itemfoundinroom_inv
443,75483,399,concept:agentbelongstoorganization_inv
51587,4165,135,concept:professionistypeofprofession
870,20979,24,concept:atlocation_inv
63348,63349,43,concept:agentcreated
56183,21523,2,concept:worksfor_inv
23350,23349,98,concept:agentcontributedtocreativework_inv
9862,9963,32,concept:organizationhiredperson_inv
1684,29407,26,concept:agentcollaborateswithagent_inv
4165,51478,136,concept:professionistypeofprofession_inv
47872,3391,338,concept:plantincludeplant_inv
25352,570,9,concept:atdate
121,30893,268,concept:televisionstationaffiliatedwith_inv
5383,2494,40,concept:bodypartcontainsbodypart_inv
934,74125,92,concept:organizationheadquarteredincountry_inv
